0
Talent.ID.Talent1,1,0
Talent.ID.Talent2,2,0
Talent.ID.Talent3,3,0
Talent.ID.Talent4,4,0
Talent.ID.Talent5,5,0
Talent.ID.Talent6,6,0
Talent.ID.Talent7,7,0
Talent.ID.Talent8,8,0
Talent.ID.Talent9,9,0
Talent.ID.Talent10,10,0
Talent.ID.Talent11,11,0
Talent.ID.Talent12,12,0
Talent.ID.Talent13,13,0
Talent.ID.Talent14,14,0
Talent.ID.Talent15,15,0
Talent.ID.Talent16,16,0
Talent.ID.Talent17,17,0
Talent.ID.Talent18,18,0
Talent.ID.Talent19,19,0
Talent.ID.Talent20,20,0
Talent.ID.Talent21,21,0
Talent.ID.Talent96,22,0
Talent.ID.Talent97,23,0
Talent.ID.Talent98,24,0
Talent.ID.Talent99,25,0
Talent.ID.Talent95,26,0
Talent.ID.Talent94,27,0
Talent.ID.Talent93,28,0
Talent.ID.Talent92,29,0
Talent.ID.Talent91,30,0
Talent.ID.Talent90,31,0
Talent.ID.Talent50,32,0
Talent.ID.Talent51,33,0
