2
CAA_Warmaster_Enforcer_Talent,1,0
CAA_Warmaster_ShieldMastery_Talent,2,0
CAA_Warmaster_SwordBoard_Talent,3,0
CAA_Talent_Warmaster_PassiveTalent1,4,0
CAA_Talent_Warmaster_PassiveTalent2,5,0
CAA_Talent_Warmaster_PassiveTalent3,6,0
CAA_Warmaster_LingeringConcussion,7,0
CAA_Warmaster_SkullCracker_Talent,8,0
CAA_Talent_Warmaster_PassiveTalent5,9,0
CAA_Talent_Warmaster_PassiveTalent7,10,0
CAA_Talent_Warmaster_PassiveTalent9,11,0
CAA_Talent_Warmaster_PassiveTalent6,12,0
CAA_Warmaster_SecondWind_Talent,13,0
CAA_Talent_Warmaster_Talent1,14,0
CAA_Warmaster_GleamingShield_Talent,15,0
CAA_Warmaster_ImprovedToughness_Talent,16,0
CAA_Talent_Warmaster_PassiveTalent4,17,0
CAA_Talent_Warmaster_PassiveTalent8,18,0
CAA_Talent_Mosse_Talent1,19,0
CAA_Talent_Mosse_Talent2,20,0
CAA_Talent_Mosse_Talent3,21,0
CAA_Talent_Mosse_PassiveTalent1,22,0
CAA_Talent_Mosse_PassiveTalent2,23,0
CAA_Talent_Mosse_Talent4,24,0
CAA_Talent_Mosse_Talent5,25,0
CAA_Talent_Mosse_Talent6,26,0
CAA_Talent_Mosse_PassiveTalent4,27,0
CAA_Talent_Mosse_PassiveTalent6,28,0
CAA_Talent_Mosse_PassiveTalent5,29,0
CAA_Talent_Mosse_PassiveTalent7,30,0
CAA_Talent_Mosse_Talent8,31,0
CAA_Talent_Mosse_Talent9,32,0
CAA_Talent_Mosse_Talent7,33,0
CAA_Talent_Mosse_PassiveTalent8,34,0
CAA_Talent_Mosse_PassiveTalent9,35,0
CAA_Talent_Rime_Chillblain,36,0
CAA_Talent_Rime_PassiveTalent2,37,0
CAA_Talent_Rime_GlacialAssault,38,0
CAA_Talent_Rime_PassiveTalent1,39,0
CAA_Talent_Rime_CoalescingIce,40,0
CAA_Talent_Rime_PassiveTalent3,41,0
CAA_Talent_Rime_TundraGuard,42,0
CAA_Talent_Rime_UnrelentingIce,43,0
CAA_Talent_Rime_IcyFlow,44,0
CAA_Talent_Rime_PassiveTalent4,45,0
CAA_Talent_Rime_PassiveTalent6,46,0
CAA_Talent_Rime_PassiveTalent5,47,0
CAA_Talent_Rime_Avalanche,48,0
CAA_Talent_Rime_WisdomOfTheNorth,49,0
CAA_Talent_Rime_SoulfrostTorrent,50,0
CAA_Talent_Rime_PassiveTalent7,51,0
CAA_Talent_Rime_PassiveTalent8,52,0
CAA_Talent_Rime_PassiveTalent9,53,0
CAA_Talent_Vigor_Talent1,54,0
CAA_Talent_Vigor_Talent2,55,0
CAA_Talent_Vigor_PassiveTalent7,56,0
CAA_Talent_Vigor_PassiveTalent3,57,0
CAA_Talent_Vigor_PassiveTalent8,58,0
CAA_Talent_Vigor_PassiveTalent9,59,0
CAA_Talent_Vigor_Talent5,60,0
CAA_Talent_Vigor_Talent6,61,0
CAA_Talent_Vigor_Talent3,62,0
CAA_Talent_Vigor_PassiveTalent5,63,0
CAA_Talent_Vigor_PassiveTalent6,64,0
CAA_Talent_Vigor_Talent4,65,0
CAA_Talent_Vigor_Talent7,66,0
CAA_Talent_Vigor_Talent8,67,0
CAA_Talent_Vigor_Talent9,68,0
CAA_Talent_Vigor_PassiveTalent1,69,0
CAA_Talent_Vigor_PassiveTalent2,70,0
CAA_Talent_Vigor_PassiveTalent4,71,0
CAA_Talent_Ink_Talent2,72,0
CAA_Talent_Ink_PassiveTalent2,73,0
CAA_Talent_Ink_Talent3,74,0
CAA_Talent_Ink_PassiveTalent1,75,0
CAA_Talent_Ink_Talent6,76,0
CAA_Talent_Ink_PassiveTalent7,77,0
CAA_Talent_Ink_Talent4,78,0
CAA_Talent_Ink_Talent8,79,0
CAA_Talent_Ink_Talent5,80,0
CAA_Talent_Ink_PassiveTalent4,81,0
CAA_Talent_Ink_PassiveTalent6,82,0
CAA_Talent_Ink_PassiveTalent5,83,0
CAA_Talent_Ink_Trait1,84,0
CAA_Talent_Ink_Talent9,85,0
CAA_Talent_Ink_Talent1,86,0
CAA_Talent_Ink_Talent7,87,0
CAA_Talent_Ink_PassiveTalent3,88,0
CAA_Talent_Ink_PassiveTalent8,89,0
CAA_Talent_Meiko_Talent2,90,0
CAA_Talent_Meiko_Talent3,91,0
CAA_Talent_Meiko_Talent5,92,0
CAA_Talent_Meiko_PassiveTalent2,93,0
