2
FrozenKingdom0,1,0
FrozenKingdom1,2,0
FrozenKingdom2,3,0
UndeadCathedral0,4,0
UndeadCathedral1,5,0
UndeadCathedral2,6,0
UndeadBattlefield0,7,0
UndeadBattlefield1,8,0
UndeadBattlefield2,9,0
DemonicRitual0,10,0
DemonicRitual1,11,0
DemonicRitual2,12,0
PirateRaid0,13,0
PirateRaid1,14,0
PirateRaid2,15,0
CrystalMines0,16,0
CrystalMines1,17,0
CrystalMines2,18,0
DebugBossLootMap0,19,0
VikingVillageAttack0,20,0
VikingVillageAttack1,21,0
VikingVillageAttack2,22,0
VampireCastle0,23,0
VampireCastle1,24,0
VampireCastle2,25,0
NightPatrol0,26,0
IceCave0,27,0
ShipGraveyard0,28,0
DebugRaid0,29,0
MythicForest0,30,0
DesertDunes0,31,0
UrrakMarkets0,32,0
SpiderForest0,33,0
ElfMines0,34,0
