0
Level.ID.CrystalMines,1,0
Level.ID.DebugDungeon,2,0
Level.ID.DebugRaid,3,0
Level.ID.DebugSrongholdMap,4,0
Level.ID.DemonicRitual,5,0
Level.ID.DesertDunes,6,0
Level.ID.FrozenKingdom,7,0
Level.ID.IceCave,8,0
Level.ID.JourneyToStronghold,9,0
Level.ID.MushroomTrip,10,0
Level.ID.MythicForest,11,0
Level.ID.NightPatrol,12,0
Level.ID.PirateRaid,13,0
Level.ID.RAID,14,0
Level.ID.ShipGraveyard,15,0
Level.ID.SpiderDen,16,0
Level.ID.Stronghold,17,0
Level.ID.StrongholdTestDungeon,18,0
Level.ID.UndeadBattlefield,19,0
Level.ID.UndeadCathedral,20,0
Level.ID.UrrakMarkets,21,0
Level.ID.VampireCastle,22,0
Level.ID.VikingVillageAttack,23,0
Level.ID.SpiderForest,24,0
Level.ID.ElfMines,25,0
Level.ID.Reconnect,26,0
Level.ID.ArcaneAcademy,27,0
Level.ID.ForestMeadow,28,0
