1
GA_DebugTeleport,1,0
GA_Interact,2,0
GA_Mount_MountUp_Base,3,0
GA_Shared_Emote_Mount_Special,4,0
GA_Shared_RespawnGracePeriod_Monitor,5,0
GA_Shared_MoveToPoint,6,0
GA_Tremble,7,0
GA_Celestify,8,0
GA_DungeonModifier_ColdSnap,9,0
GA_Shared_Allies_MoveTo,10,0
GA_Shared_Allies_FollowSpline,11,0
GA_Shared_Allies_Follow,12,0
GA_Weapon_CastedChainHealDamage_PassiveChainManager,13,0
GA_Shared_NPC_StartIdlePhase,14,0
GA_Shared_NPC_SpawnAnimation,15,0
GA_Shared_NPC_ReturnHome,16,0
GA_Shared_NPC_ResetEncounter,17,0
GA_Shared_NPC_PatrolSpline,18,0
GA_Shared_NPC_PatrolPath,19,0
GA_Fear,20,0
GA_Dance,21,0
GA_RelicPower_CastedSingleTargetRevive,22,0
GA_VV_BossVikingGod_AutoAttack,23,0
GA_VV_BlackburnSlaver_ProximityChain,24,0
GA_UM_UrrakSlaver_ProximityChain,25,0
GA_UM_Outrunner_RangedSlow,26,0
GA_UM_Desecrater_ChannelRandomTargetAoe,27,0
GA_UC_UndyingGuardian_CastedAoeRoot,28,0
GA_UC_UndyingGuardian_AutoAttackMelee,29,0
GA_UC_UndyingGuardian_AoeFear,30,0
GA_UC_CadavrianSharpshooter_AutoAttackRanged,31,0
GA_UC_CadavrianSharpshooter_AimedShot,32,0
GA_UC_CadavrianDeathPriest_TwoTargetDot_MonitorPassive,33,0
GA_UC_CadavrianDeathPriest_TwoTargetDot,34,0
GA_UC_CadavrianDeathPriest_HighThreatChannel,35,0
GA_UC_CadavrianDeathPriest_ChanneledMultiTargetHeal,36,0
GA_UC_CadavrianDeathPriest_AutoAttackMelee,37,0
GA_UC_CadavrianArbalist_RangedSlow,38,0
GA_UC_CadavrianArbalist_AutoAttackRanged,39,0
GA_UC_BossBaptist_HighestThreatSplitDamageDot,40,0
GA_UC_BossBaptist_CircleDebuffPassive,41,0
GA_UC_BossBaptist_AutoAttackMelee,42,0
GA_UB_ReanimatedArcher_RangedAutoAttack,43,0
GA_UB_DefendingArcher_RangedAutoAttack,44,0
GA_UB_DeadeyeArbalest_RangedAutoAttack,45,0
GA_UB_BossWarrior_RangedDotProjectile,46,0
GA_UB_BossArchbishop_TEMP_PassiveActivationAbility,47,0
GA_UB_BossArchbishop_AutoAttackMelee,48,0
GA_SG_EchoingSpirit_Ghost_AutoAttack,49,0
GA_SG_EchoingSpirit_Ghost,50,0
GA_SG_EchoingSpirit_ChainLightning,51,0
GA_SG_DrownedSailor_DaggerThrow,52,0
GA_SG_BossSiren_MeleeAutoAttack,53,0
GA_Shared_NPC_FollowJump,54,0
GA_PR_ShipRat_MoveToTarget,55,0
GA_PR_PirateGrunt_CastedTankAoeDamage,56,0
GA_PR_CannonPirate_Bombardment,57,0
GA_PR_Bilgerat_MoveAwayDestroy,58,0
GA_NP_HalfMancatcher_Grip,59,0
GA_MF_BossUnicorn_FollowPath,60,0
GA_IC_Healer_TwoTargetDot_MonitorPassive,61,0
GA_IC_Healer_TwoTargetDot,62,0
GA_IC_Healer_HighThreatChannel,63,0
GA_IC_Healer_ChanneledMultiTargetHeal,64,0
GA_IC_Healer_AutoAttackMelee,65,0
GA_IC_Assassin_PoisonDagger,66,0
GA_IC_Assassin_DamageTakenIncreaseDebuff,67,0
GA_FK_Elf_Shardling_IcePool,68,0
GA_FK_Elf_Shardling_DeathExplosion,69,0
GA_FK_BossFreezingWaterLord_AutoAttack,70,0
GA_FK_BossElfDragon_MultiDashTargetingAbility,71,0
GA_FK_BossElfDragon_MultiDashPassive,72,0
GA_DR_SlaughtervineArchephyte_CastProjectiles,73,0
GA_DR_SlaughtervineArchephyte_AwakenMinions,74,0
GA_DR_Mancatcher_Grip,75,0
GA_DR_DangerousBrute_ChannelAoe,76,0
GA_DR_BurningDemon_Bombardment,77,0
GA_DR_BossCultLeader_Grip,78,0
GA_DR_BarbedRoot_RangedAutoAttack,79,0
GA_DR_BarbedRoot_Grip,80,0
GA_CM_Elf_Warden_DrainMana,81,0
GA_CM_ElfTaskmaster_RandomForceThreat,82,0
GA_CM_Elf_Taskmaster_MeanCleave,83,0
GA_CM_ElfTaskmaster_InvertLife,84,0
GA_CM_ElfTaskmaster_ConePull,85,0
GA_CM_ElfTaskmaster_ChainHook,86,0
GA_CM_ElfLookout_ChannelRandomTargetAoe,87,0
GA_CM_ElfInterrogator_PoisonDagger,88,0
GA_CM_ElfInterrogator_DamageTakenIncreaseDebuff,89,0
GA_CM_ElfGoon_RangedSlow,90,0
GA_CM_ElfEnforcer_ChanneledAoeDot,91,0
GA_CM_ElfEnforcer_AutoAttack,92,0
